drop_reason,strategy_name,approach,asset_class,entry_rules,exit_rules,url
not_rule_based,Reinforcement Learning for Crypto/Stock Trading,RL,"Crypto, Stocks",Agent learns via RL environment with historical time-series data; sentiment polarity analysis integrated,Policy updates via PPO; noise mitigation through period sampling,https://www.youtube.com/watch?v=MRJZ7Qurxfo
no_strategy,,,,,,https://www.youtube.com/watch?v=IoLts_MBDeA
not_rule_based,Random Forest Stock Direction Prediction,ML,Equities,Not specified in transcript,Not specified in transcript,https://www.youtube.com/watch?v=E2LX_hUHMn0
prediction_market_or_sports,Market Structure + Area of Value + Entry Trigger Strategy,rule-based,Forex (AUD/USD mentioned),"1) Identify market structure (uptrend = higher highs/lows, downtrend = lower highs/lows). 2) Find area of value (support/resistance zones). 3) Wait for entry trigger: candlestick reversal patterns (hammer, bullish engulfing for longs; shooting star, bearish engulfing for shorts) or moving average break. Enter on next candle open after pattern confirmation.",Not explicitly covered in transcript,https://www.youtube.com/watch?v=zmkdw30dCMY
not_rule_based,Reinforcement Learning Trading Bot for GME,RL,Equities (stocks),Agent learns buy/sell actions via reinforcement learning; window size of 5 previous timesteps used for decision-making,Agent learns through reward signal; episode ends after all timesteps in training window exhausted,https://www.youtube.com/watch?v=D9sU1hLT0QY
prediction_market_or_sports,Stink Bid Bot,rule-based,Prediction Markets (Poly Market),"Automated buy orders on prediction markets (Bitcoin up/down, market cap, etc.)",Automated sell orders; strategy appears to be break-even after 1 day (up 8 cents on 34 buys/34 sells),https://www.youtube.com/watch?v=rrLnJO5x_Po
no_strategy,,,,,,https://www.youtube.com/watch?v=WF9ObGFCE7c
no_nameable_indicator,Poly Market 5-Minute Sniper Bot,rule-based,Crypto derivatives (Poly Market),"Wait until last 60 seconds of 5-minute market; buy only if one side is at 95+ cents (already decided); place limit orders at best bid, never cross spread",Hold to market expiry; cancel if lock side drops below 95 cents,https://www.youtube.com/watch?v=iXBXUGAngbU
not_rule_based,AI Investment Web Neural Network Trading System,deep-learning,"Stocks, ETFs (leveraged ETFs like WEBL, SPXL, crude oil ETFs)",Neural network generates buy signals based on learned reversal patterns from real-time stock data; system adapts to current market trends,Neural network generates sell signals based on learned reversal patterns; system recalibrates if signals prove incorrect,https://www.youtube.com/watch?v=obUULZjjADE
no_strategy,,,,,,https://www.youtube.com/watch?v=dqhsR-zC4LQ
not_rule_based,ML-Enhanced Value Investing with Quantitative Portfolio Allocation,ML,"Equities (stocks, indices)",Identify undervalued companies from a curated list; use ML models to generate entry signals when stocks become undervalued,SVM classifier acts as circuit breaker—closes all positions if extreme market volatility or specific price thresholds triggered; otherwise based on strategy signals,https://www.youtube.com/watch?v=-JrAii8hx5A
pure_discretionary,Engulfing Pattern Trading Bot,rule-based,Forex,Buy (signal=2) on bullish engulfing pattern; Sell (signal=1) on bearish engulfing pattern,Take profit = 2x stop loss distance; Stop loss = previous candle range (high-low or open-close),https://www.youtube.com/watch?v=WcfKaZL4vpA
not_rule_based,Neural Network SPY 1% Move Prediction,deep-learning,ETF,Long signal if neural network prediction score > 0.8,No action if prediction score ≤ 0.8,https://www.youtube.com/watch?v=EIz322CIcGI
not_rule_based,K-Nearest Neighbors Price Trend Classification,ML,Forex (currencies),Model predicts trend category (uptrend/downtrend/no clear trend) based on technical indicators; used as custom indicator for manual trade decisions,Not specified,https://www.youtube.com/watch?v=yEyG8rYM9J4
no_strategy,,,,,,https://www.youtube.com/watch?v=A1eU51jPpXQ
no_concrete_entry,Mean Reversion Strategy (Ethereum USDT),rule-based,Cryptocurrency,AI-generated mean reversion logic (specific rules not detailed),Not explicitly specified,https://www.youtube.com/watch?v=3IgYhw5WqTY
no_strategy,,,,,,https://www.youtube.com/watch?v=PbB91H2Py_g
no_strategy,,,,,,https://www.youtube.com/watch?v=GQ6kP8HsTVA
not_rule_based,Bitcoin Price Predictor using LSTM,deep-learning,Cryptocurrency,Not specified,Not specified,https://www.youtube.com/watch?v=4EIct9dD9Ko
no_strategy,,,,,,https://www.youtube.com/watch?v=aSqNhbsKGfE
no_strategy,,,,,,https://www.youtube.com/watch?v=URTZ2jKCgBc
no_strategy,,,,,,https://www.youtube.com/watch?v=ZVX5WAPj6B8
not_rule_based,Machine Learning-Based Time Series Momentum Trading,ML,"Equities (stocks, ETFs)",Long position if 12-month returns exceed positive threshold; Short position if returns fall below negative threshold,"Hold for 1-month holding period, then close position",https://www.youtube.com/watch?v=4OD3Z-xDwFY
no_strategy,,,,,,https://www.youtube.com/watch?v=VyKvMvJ0h_8
not_rule_based,LSTM-based Stock Price Prediction,deep-learning,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=GFPD_JQb59w
no_strategy,,,,,,https://www.youtube.com/watch?v=0XZLQlYSQEQ
no_strategy,,,,,,https://www.youtube.com/watch?v=eMSm_hqBjmQ
no_strategy,,,,,,https://www.youtube.com/watch?v=jmuFP05YAmc
not_rule_based,Bayesian Stock Trading,RL,equities,Allocate capital proportionally to stocks with positive posterior mean (mu) that maximizes posterior probability; disregard negative expected return stocks,Daily reallocation based on updated posterior distributions; reduce or eliminate allocation to stocks with negative posterior mean,https://www.youtube.com/watch?v=9XtChdeMw-c
no_strategy,,,,,,https://www.youtube.com/watch?v=H-c49jQxGbs
not_rule_based,ARMA GARCH Simple Trading System,ML,ETF (SPY),Buy if prediction > 0 and close < open; Sell if prediction < 0 and close > open,Exit long if prediction = 0 and position is long; Cover short if prediction = 0 and position is short,https://www.youtube.com/watch?v=zSC3cgmgYd4
no_nameable_indicator,Trailing Stop Strategy,rule-based,Stocks,Buy at market price; ladder in on 20%+ drops if cash available,Sell at stop loss (10-20% below entry); trailing stop moves up as price climbs; never moves down,https://www.youtube.com/watch?v=2Et4Ao6usbA
no_strategy,,,,,,https://www.youtube.com/watch?v=wKCOD1ZoZtE
no_strategy,,,,,,https://www.youtube.com/watch?v=UYSS54N-1gM
not_rule_based,Machine Learning Classifier for Trend Prediction,ML,Stocks,"Enter on bullish signals (category 2) or bearish signals (category 1) when model prediction probability exceeds manually set threshold (e.g., 55%); signals mark candles with maximum profit entry chances",Not explicitly specified; strategy focuses on entry point detection,https://www.youtube.com/watch?v=gyE3bYPsvu8
no_concrete_entry,Chat GPT Ethereum Trading Bot,rule-based,Cryptocurrency (Ethereum),Not specified,Not specified,https://www.youtube.com/watch?v=Oh_UIj4I-Cc
prediction_market_or_sports,Polymarket RSI 5-Minute Bot,rule-based,Prediction Markets,Go long when RSI hits oversold; go short when RSI hits overbought,Not explicitly specified,https://www.youtube.com/watch?v=i8U1Us3hAWM
not_rule_based,Linear Regression Day High/Low Prediction Trading Strategy,ML,Equities/General,Not specified,Not specified,https://www.youtube.com/watch?v=rTpPwU8lBuk
no_strategy,,,,,,https://www.youtube.com/watch?v=90sg8R9bYeQ
no_strategy,,,,,,https://www.youtube.com/watch?v=3-_3t--Db3M
no_strategy,,,,,,https://www.youtube.com/watch?v=9PlUJ7mG2FE
no_concrete_exit,Liquidation-Based Trading Strategies (5 variants),rule-based,"Crypto (BTC, ETH)",Multiple consecutive liquidation bars on same side (cascade confirmation); Z-score mean reversion triggers; trend-filtered liquidation momentum; adaptive percentile liquidation levels,Not explicitly detailed,https://www.youtube.com/watch?v=wFbtXPKxACM
no_strategy,,,,,,https://www.youtube.com/watch?v=m4BFOSaos7M
no_strategy,,,,,,https://www.youtube.com/watch?v=1g9D9tW4AQk
no_nameable_indicator,Doji Candlestick Trading Bot,rule-based,Stocks,Buy when doji pattern detected: bar close >= bar open AND (bar open - bar low) > $0.10,"Take profit at 1% above entry price (incomplete, left as homework)",https://www.youtube.com/watch?v=9R7pCh4yCm8
not_rule_based,AI Trading Boss,ML,crypto,not specified,not specified,https://www.youtube.com/watch?v=XgBBmcGEptg
no_strategy,,,,,,https://www.youtube.com/watch?v=gRR077Zadug
not_rule_based,LSTM-based Portfolio Rebalancing with Modern Portfolio Theory,deep-learning,"Multi-asset (equities, bonds, commodities)",Always in position; monthly rebalancing based on LSTM predictions of optimal portfolio weights,No discrete exits; continuous position with weight adjustments every 21 days (monthly rebalancing),https://www.youtube.com/watch?v=nD-5GKkpvpM
not_rule_based,"DL1, DL2 (Deep Learning models) and subsequent Deep Reinforcement Learning models",deep-learning|RL,Equities (S&P 500 via Futures),Neural network predicts next-day direction of S&P 500; Deep RL optimizes position sizing and market allocation based on reward/penalty framework,Actor-critic component evaluates decision success/failure through reinforcement loop; models recalibrate based on previous decision outcomes,https://www.youtube.com/watch?v=7TV0gsNeCJM
not_rule_based,Deep Reinforcement Learning Portfolio Optimization (A2C Agent),RL,Equities (stocks),Agent learns entry/exit through reinforcement learning on training data; state space window determines decision points,Agent learns exit strategy through RL; no explicit rules stated,https://www.youtube.com/watch?v=335QxO36pzo
no_strategy,,,,,,https://www.youtube.com/watch?v=ShAjJ2MYp9c
no_strategy,,,,,,https://www.youtube.com/watch?v=iwX7pOgUHzs
not_rule_based,LSTM Stock Price Prediction,deep-learning,Equities,Uses 60-day sliding window of historical prices to predict next day's price,Generates 10-day forward predictions; no explicit exit rules for trading,https://www.youtube.com/watch?v=2yufvKYvbD8
no_strategy,,,,,,https://www.youtube.com/watch?v=62pfbky3KPQ
no_strategy,,,,,,https://www.youtube.com/watch?v=gEqU037Ac6Q
pure_discretionary,Monte Carlo Simulation for Trading,rule-based,General/Multi-asset,Based on simulation results and probability analysis of outcomes,Risk mitigation and return enhancement based on simulation distribution analysis,https://www.youtube.com/watch?v=o3m2Djm2AiU
no_strategy,,,,,,https://www.youtube.com/watch?v=OtfMJoxSaWE
no_strategy,,,,,,https://www.youtube.com/watch?v=4Q2HxVpJ9nw
not_rule_based,LSTM/Random Forest Liquidation Direction Prediction,deep-learning,Crypto (Bitcoin),LSTM/RF predicts up direction = go long; predicts down direction = sell short,Not explicitly specified,https://www.youtube.com/watch?v=WlrIIlsYa3g
not_rule_based,Causal (CAAL) Strategy,ML,General/Market,Identify causal relationships in market; detect if trend exists,Machine learning risk management layer monitors multiple factors to prevent signal overwhelm,https://www.youtube.com/watch?v=ThgGDzsLOLg
not_rule_based,Random Forest Algorithmic Trading Strategy,ML,Forex (GBP/USD),Buy signal when Random Forest predicts uptrend (30-bar prediction with price change from -5 to +1 pips),Sell signal when Random Forest predicts downtrend (30-bar prediction with price change from +1 to -1 pips); optional stop loss,https://www.youtube.com/watch?v=mtG4FGo3Rlo
no_strategy,,,,,,https://www.youtube.com/watch?v=2iaTtCJXYMw
not_rule_based,LSTM-based Next Day Direction & Moving Average Prediction,deep-learning,Equities (Nifty Index),Experiment 1: Predict if next day close > current close (binary). Experiment 2: Predict if next day close > 5-day MA. Experiment 3: Predict if next 5-day MA > current 5-day MA.,Not explicitly defined; focus on directional prediction rather than exit mechanics,https://www.youtube.com/watch?v=CNhQ_1kuueQ
no_strategy,,,,,,https://www.youtube.com/watch?v=wjYStskuwD8
not_rule_based,S&P 500 Monthly Direction Prediction,ML,Equities (S&P 500),Predict market direction (up/down) for next month,Not specified,https://www.youtube.com/watch?v=q_limFBzwKs
no_strategy,,,,,,https://www.youtube.com/watch?v=vGPGtHLJxg8
not_rule_based,Stock Price Prediction using RNN,deep-learning,Equities (NYSE),Not specified,Not specified,https://www.youtube.com/watch?v=3qxXb3oMP9c
no_strategy,,,,,,https://www.youtube.com/watch?v=fS5omWj--jw
no_strategy,,,,,,https://www.youtube.com/watch?v=XKbk8SY9LD0
no_strategy,,,,,,https://www.youtube.com/watch?v=BqZ4r-MEoT0
no_strategy,,,,,,https://www.youtube.com/watch?v=cdaMWZIy5vA
no_strategy,,,,,,https://www.youtube.com/watch?v=OrqffjqkklM
no_strategy,,,,,,https://www.youtube.com/watch?v=hRW5l78XWnk
no_strategy,,,,,,https://www.youtube.com/watch?v=E2mgWN4ReqQ
no_strategy,,,,,,https://www.youtube.com/watch?v=nNrBfQm-np4
no_strategy,,,,,,https://www.youtube.com/watch?v=SHBFDSch3WE
not_rule_based,LSTM Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=Wpi1Akk_UuY
no_strategy,,,,,,https://www.youtube.com/watch?v=CKC07TABtVQ
no_strategy,,,,,,https://www.youtube.com/watch?v=zYriO7q04G4
no_strategy,,,,,,https://www.youtube.com/watch?v=zKI80BQoDx4
rule_based_but_mixed_with_ML,"Three Algorithmic Trading Strategies: Unsupervised Learning, Twitter Sentiment, and Intraday GARCH",ML|rule-based,"Equities (S&P 500, NASDAQ 100) and single asset intraday","Project 1: Select stocks from optimal cluster, form equal-weight portfolio optimized via Efficient Frontier Max Sharpe ratio. Project 2: Rank NASDAQ stocks by Twitter engagement ratio monthly, equal-weight portfolio. Project 3: Daily signal from GARCH volatility prediction premium, intraday signal from technical indicators.",Project 1: Rebalance monthly. Project 2: Monthly rebalance. Project 3: Hold until end of trading day.,https://www.youtube.com/watch?v=9Y3yaoi9rUQ
no_strategy,,,,,,https://www.youtube.com/watch?v=CyGP44h1j98
not_rule_based,CNN-based Stock Market Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=55sHyG6gxPo
not_rule_based,Random Forest + News Sentiment Analysis for Bitcoin,ML,Cryptocurrency (Bitcoin/BTC-USD),Buy signal when RSI is oversold and news sentiment is positive with confidence threshold (87.2% example); Hold when conditions don't align,Hold signal generated when conditions warrant; exit rules not explicitly detailed,https://www.youtube.com/watch?v=E0o9Jj6abjQ
no_strategy,,,,,,https://www.youtube.com/watch?v=R8gSnuoRDKo
no_strategy,,,,,,https://www.youtube.com/watch?v=Bsnsc0c86K4
no_strategy,,,,,,https://www.youtube.com/watch?v=hxLdlx_aNrs
not_rule_based,FinRL Deep Reinforcement Learning Trading,deep-learning,Stocks,Agent learns dynamic entry decisions through DRL exploration-exploitation balance,Agent learns dynamic exit decisions through DRL exploration-exploitation balance,https://www.youtube.com/watch?v=ZSGJjtM-5jA
not_rule_based,Price Forecasting with XGBoost,ML,Commodities/Energy,,,https://www.youtube.com/watch?v=mTad0tho3E4
no_strategy,,,,,,https://www.youtube.com/watch?v=wH3VPyb-LCE
no_strategy,,,,,,https://www.youtube.com/watch?v=P4Pbe21Bs3A
no_strategy,,,,,,https://www.youtube.com/watch?v=2MDVcAm7QoY
not_rule_based,Stock Price Prediction using Linear Regression and SVM,ML,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=QS6qwG-L1Hk
not_rule_based,GPT Trader,deep-learning|RL,stocks,Buy if Sharpe ratio > 0.4,Sell if Sharpe ratio < 0.2; Hold otherwise,https://www.youtube.com/watch?v=fhBw3j_O9LE
not_rule_based,Stock Outperformance Prediction using Scikit-learn,ML,equities,invest in stocks predicted as outperformers (labeled as 1) based on model predictions,not specified,https://www.youtube.com/watch?v=s-a-Jk4jrbk
no_strategy,,,,,,https://www.youtube.com/watch?v=l8rZsdVfXKc
not_rule_based,Two-Factor Reinforcement Learning Model for Position Holding,RL,Forex/Crypto (unspecified),Based on indicator state; example given: signal 1,Hold position for optimized time duration (1-8 hours); actions determine hold time,https://www.youtube.com/watch?v=lOQnP3W3QLc
no_nameable_indicator,AI Trading Bot for Crypto Arbitrage,rule-based,Cryptocurrency,Execute trades when profitable arbitrage opportunities are detected across exchanges,Withdraw function to stop bot and retrieve capital plus profits,https://www.youtube.com/watch?v=P3s3YCipCLg
no_strategy,,,,,,https://www.youtube.com/watch?v=0Red4LE6VrQ
prediction_market_or_sports,Cricket Stink Bid Bot,rule-based,Prediction Markets (Polymarket),Place bids at 30% below market price on favorite side during first inning only; use ESPN API to detect match phase,Cancel all bids after first inning ends (when second inning/chase begins); hold to expiration if filled,https://www.youtube.com/watch?v=TM6QJV6_z7U
no_strategy,,,,,,https://www.youtube.com/watch?v=GY9dKv9TPRo
not_rule_based,Sentiment Analysis for Stock Price Correlation,sentiment,equities,"Not specified - analysis is correlational, not predictive","Not specified - analysis is correlational, not predictive",https://www.youtube.com/watch?v=UNCLrS7_MfA
not_rule_based,LSTM Stock Price Prediction Model,deep-learning,Equities,Not specified - prediction model only,Not specified - prediction model only,https://www.youtube.com/watch?v=94PlBzgeq90
no_strategy,,,,,,https://www.youtube.com/watch?v=TOd5ZhhGR8w
prediction_market_or_sports,WTA Tennis Stink Bid Bot,rule-based,Prediction Markets (Polymarket),Place limit orders at 30% below market price on favored player to win WTA tennis match; refresh every 15 minutes; cancel all orders before refreshing,Hold to expiration if filled; collect full dollar payout if favorite wins,https://www.youtube.com/watch?v=vfjRUBcz-48
no_concrete_exit,Pattern Recognition for Algorithmic Trading,rule-based,"Stocks, Forex",Identify current price pattern; compare to historical patterns stored in array; trigger when similarity >= 70%,Not specified in transcript,https://www.youtube.com/watch?v=RCdTVy1xcek
not_rule_based,Neural Network Price Prediction (LSTM vs Transformer),deep-learning,Stocks/Crypto,Not specified,Not specified,https://www.youtube.com/watch?v=IYBuit1ejEI
not_rule_based,Wavelet Denoising + ResNet + LightGBM for Forex Rate Prediction,deep-learning,Forex (Currency Pairs),Not specified,Not specified,https://www.youtube.com/watch?v=Yc8wxIr4GHM
not_rule_based,Stock Price Prediction using LSTM RNN,deep-learning,Equities,Not applicable - regression model predicting next price,Not applicable - regression model predicting next price,https://www.youtube.com/watch?v=uAsJ2dx7kHk
no_concrete_entry,Deep Seek vs ChatGPT Automated Trading Strategies,rule-based,Futures (ES),Not explicitly detailed; strategy generated by AI with trend-following logic,Exit on session close (tested both checked and unchecked),https://www.youtube.com/watch?v=z3dIuXcCPJI
no_strategy,,,,,,https://www.youtube.com/watch?v=oo8b_61suw4
not_rule_based,Neural Network Price Forecasting for Gold Trading,deep-learning,Commodities (Gold),Enter trade based on neural network forecast signal,"Close position after profit target reached (example: $2,139 profit mentioned)",https://www.youtube.com/watch?v=ymLjCwDHOiY
no_strategy,,,,,,https://www.youtube.com/watch?v=C7LVEOI3IlY
no_strategy,,,,,,https://www.youtube.com/watch?v=oNCmLuQ64H4
no_strategy,,,,,,https://www.youtube.com/watch?v=tmqi-GApZEU
no_strategy,,,,,,https://www.youtube.com/watch?v=vUWWXebWISE
no_strategy,,,,,,https://www.youtube.com/watch?v=JMT1eGJ9c2M
no_strategy,,,,,,https://www.youtube.com/watch?v=Ebzawm73H4I
no_strategy,,,,,,https://www.youtube.com/watch?v=bQ8PQjaEwes
not_rule_based,LSTM Time Series Stock Price Prediction,deep-learning,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=l_-9XmJfUXQ
not_rule_based,Pairs Trading with Machine Learning,ML,Equities,"When spread deviates from mean (z-score threshold), indicating mean reversion opportunity",Stop loss placed to manage risk when spread moves adversely,https://www.youtube.com/watch?v=wRAhWpVGCL4
